Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Profit Ratio,BeforeToday,Variance from Budget Sales,% to Budget Sales,header-trend,header-Variance,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,header-YoY % Change
563,$20,$40,$20,$60,$29,7.81%,True,6.67%,106.67%,YTD by Month,Variance from Plan,11/1/2012,"1,003",$35,Small Market,Central,$8,1,Beans,Coffee,Colombian,$5,$64,Iowa,$30,Regular,YoY % +/-
573,$80,$100,$40,$180,$82,20.65%,True,2.22%,102.22%,YTD by Month,Variance from Plan,11/1/2012,601,$102,Small Market,Central,$31,1,Beans,Coffee,Colombian,$38,$184,Missouri,$64,Regular,YoY % +/-
262,$90,$130,$30,$220,$94,7.14%,True,1.82%,101.82%,YTD by Month,Variance from Plan,11/1/2012,694,$130,Small Market,Central,$85,1,Beans,Coffee,Colombian,$16,$224,Wisconsin,$114,Regular,YoY % +/-
515,$20,$50,$40,$70,$22,28.57%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,11/1/2012,802,$34,Small Market,Central,$6,1,Beans,Espresso,Caffe Mocha,$16,$56,Iowa,$18,Regular,YoY % +/-
314,$60,$100,$80,$160,$54,38.64%,True,-17.50%,82.50%,YTD by Month,Variance from Plan,11/1/2012,885,$78,Small Market,Central,$15,1,Beans,Espresso,Caffe Mocha,$51,$132,Missouri,$27,Regular,YoY % +/-
920,$90,$110,$70,$200,$75,27.44%,True,-18.00%,82.00%,YTD by Month,Variance from Plan,11/1/2012,"1,063",$89,Small Market,Central,$23,1,Beans,Espresso,Caffe Mocha,$45,$164,Wisconsin,$44,Regular,YoY % +/-
603,$40,$60,$40,$100,$46,26.55%,True,13.00%,113.00%,YTD by Month,Variance from Plan,11/1/2012,316,$67,Small Market,East,$14,1,Beans,Coffee,Amaretto,$30,$113,New Hampshire,$37,Regular,YoY % +/-
203,$110,$180,$130,$290,$130,37.54%,True,12.07%,112.07%,YTD by Month,Variance from Plan,11/1/2012,"1,134",$195,Small Market,East,$42,1,Beans,Coffee,Colombian,$122,$325,Connecticut,$73,Regular,YoY % +/-
603,$30,$60,$30,$90,$43,18.35%,True,21.11%,121.11%,YTD by Month,Variance from Plan,11/1/2012,452,$66,Small Market,East,$14,1,Beans,Coffee,Colombian,$20,$109,New Hampshire,$46,Regular,YoY % +/-
203,$60,$80,$10,$140,$61,1.36%,True,5.00%,105.00%,YTD by Month,Variance from Plan,11/1/2012,613,$86,Small Market,East,$55,1,Beans,Espresso,Caffe Mocha,$2,$147,Connecticut,$84,Regular,YoY % +/-
603,$40,$60,$10,$100,$44,-7.55%,True,6.00%,106.00%,YTD by Month,Variance from Plan,11/1/2012,325,$62,Small Market,East,$40,1,Beans,Espresso,Caffe Mocha,($8),$106,New Hampshire,$70,Regular,YoY % +/-
603,$30,$40,$0,$70,$34,-3.95%,True,8.57%,108.57%,YTD by Month,Variance from Plan,11/1/2012,211,$42,Small Market,East,$12,1,Beans,Espresso,Regular Espresso,($3),$76,New Hampshire,$45,Regular,YoY % +/-
225,$50,$80,$60,$130,$47,38.26%,True,-11.54%,88.46%,YTD by Month,Variance from Plan,11/1/2012,834,$68,Small Market,South,$13,1,Beans,Coffee,Colombian,$44,$115,Louisiana,$24,Regular,YoY % +/-
505,$50,$70,$30,$120,$43,18.35%,True,-9.17%,90.83%,YTD by Month,Variance from Plan,11/1/2012,452,$66,Small Market,South,$14,1,Beans,Coffee,Colombian,$20,$109,New Mexico,$46,Regular,YoY % +/-
918,$100,$130,$90,$230,$88,35.50%,True,-13.04%,86.96%,YTD by Month,Variance from Plan,11/1/2012,561,$112,Small Market,South,$29,1,Beans,Coffee,Colombian,$71,$200,Oklahoma,$41,Regular,YoY % +/-
504,$40,$70,$10,$110,$61,0.68%,True,33.64%,133.64%,YTD by Month,Variance from Plan,11/1/2012,-906,$86,Small Market,South,$55,1,Beans,Espresso,Caffe Latte,$1,$147,Louisiana,$85,Regular,YoY % +/-
505,$20,$30,($10),$50,$34,-5.26%,True,52.00%,152.00%,YTD by Month,Variance from Plan,11/1/2012,-522,$42,Small Market,South,$12,1,Beans,Espresso,Caffe Latte,($4),$76,New Mexico,$46,Regular,YoY % +/-
918,$80,$100,$60,$180,$102,36.33%,True,36.11%,136.11%,YTD by Month,Variance from Plan,11/1/2012,"-2,003",$143,Small Market,South,$31,1,Beans,Espresso,Caffe Latte,$89,$245,Oklahoma,$54,Regular,YoY % +/-
225,$40,$60,$30,$100,$53,34.75%,True,41.00%,141.00%,YTD by Month,Variance from Plan,11/1/2012,321,$88,Small Market,South,$16,1,Beans,Espresso,Caffe Mocha,$49,$141,Louisiana,$39,Regular,YoY % +/-
505,$30,$50,$0,$80,$44,-6.60%,True,32.50%,132.50%,YTD by Month,Variance from Plan,11/1/2012,325,$62,Small Market,South,$40,1,Beans,Espresso,Caffe Mocha,($7),$106,New Mexico,$69,Regular,YoY % +/-
918,$20,$40,$30,$60,$32,36.25%,True,33.33%,133.33%,YTD by Month,Variance from Plan,11/1/2012,482,$48,Small Market,South,$8,1,Beans,Espresso,Caffe Mocha,$29,$80,Oklahoma,$19,Regular,YoY % +/-
541,$60,$80,$10,$140,$52,-3.20%,True,-10.71%,89.29%,YTD by Month,Variance from Plan,11/1/2012,509,$73,Small Market,West,$47,1,Beans,Coffee,Amaretto,($4),$125,Oregon,$77,Regular,YoY % +/-
801,$80,$90,$50,$170,$69,26.00%,True,-11.76%,88.24%,YTD by Month,Variance from Plan,11/1/2012,"1,060",$81,Small Market,West,$21,1,Beans,Coffee,Amaretto,$39,$150,Utah,$42,Regular,YoY % +/-
775,$30,$50,$10,$80,$33,-5.41%,True,-7.50%,92.50%,YTD by Month,Variance from Plan,11/1/2012,243,$41,Small Market,West,$12,1,Beans,Coffee,Colombian,($4),$74,Nevada,$45,Regular,YoY % +/-
971,$60,$90,$40,$150,$53,10.94%,True,-14.67%,85.33%,YTD by Month,Variance from Plan,11/1/2012,470,$75,Small Market,West,$17,1,Beans,Coffee,Colombian,$14,$128,Oregon,$61,Regular,YoY % +/-
435,$60,$80,$50,$140,$53,21.77%,True,-11.43%,88.57%,YTD by Month,Variance from Plan,11/1/2012,380,$71,Small Market,West,$17,1,Beans,Coffee,Colombian,$27,$124,Utah,$44,Regular,YoY % +/-
425,$70,$110,$70,$180,$63,32.05%,True,-13.33%,86.67%,YTD by Month,Variance from Plan,11/1/2012,446,$93,Small Market,West,$20,1,Beans,Coffee,Colombian,$50,$156,Washington,$43,Regular,YoY % +/-
775,$0,$40,$30,$40,$0,72.09%,True,7.50%,107.50%,YTD by Month,Variance from Plan,11/1/2012,387,$43,Small Market,West,$0,1,Beans,Espresso,Caffe Latte,$31,$43,Nevada,$12,Regular,YoY % +/-
541,$50,$70,$30,$120,$55,12.90%,True,3.33%,103.33%,YTD by Month,Variance from Plan,11/1/2012,410,$69,Small Market,West,$20,1,Beans,Espresso,Caffe Latte,$16,$124,Oregon,$53,Regular,YoY % +/-
435,$30,$40,$30,$70,$33,33.33%,True,15.71%,115.71%,YTD by Month,Variance from Plan,11/1/2012,836,$48,Small Market,West,$9,1,Beans,Espresso,Caffe Latte,$27,$81,Utah,$21,Regular,YoY % +/-
253,$20,$30,$20,$50,$22,21.15%,True,4.00%,104.00%,YTD by Month,Variance from Plan,11/1/2012,570,$30,Small Market,West,$7,1,Beans,Espresso,Caffe Latte,$11,$52,Washington,$19,Regular,YoY % +/-
775,$10,$20,$10,$30,$15,23.08%,True,30.00%,130.00%,YTD by Month,Variance from Plan,11/1/2012,848,$24,Small Market,West,$4,1,Beans,Espresso,Caffe Mocha,$9,$39,Nevada,$15,Regular,YoY % +/-
503,$50,$80,$50,$130,$59,23.91%,True,6.15%,106.15%,YTD by Month,Variance from Plan,11/1/2012,411,$79,Small Market,West,$19,1,Beans,Espresso,Caffe Mocha,$33,$138,Oregon,$46,Regular,YoY % +/-
435,$90,$130,$90,$220,$101,36.80%,True,5.00%,105.00%,YTD by Month,Variance from Plan,11/1/2012,552,$130,Small Market,West,$33,1,Beans,Espresso,Caffe Mocha,$85,$231,Utah,$45,Regular,YoY % +/-
425,$50,$60,$20,$110,$54,10.74%,True,10.00%,110.00%,YTD by Month,Variance from Plan,11/1/2012,391,$67,Small Market,West,$20,1,Beans,Espresso,Caffe Mocha,$13,$121,Washington,$54,Regular,YoY % +/-
712,$210,$280,$180,$490,$228,36.84%,True,8.57%,108.57%,YTD by Month,Variance from Plan,11/1/2012,"1,691",$304,Small Market,Central,$75,1,Leaves,Herbal Tea,Chamomile,$196,$532,Iowa,$108,Decaf,YoY % +/-
573,$40,$50,$0,$90,$44,-7.55%,True,17.78%,117.78%,YTD by Month,Variance from Plan,11/1/2012,325,$62,Small Market,Central,$40,1,Leaves,Herbal Tea,Chamomile,($8),$106,Missouri,$70,Decaf,YoY % +/-
920,$50,$80,$50,$130,$53,34.04%,True,8.46%,108.46%,YTD by Month,Variance from Plan,11/1/2012,321,$88,Small Market,Central,$16,1,Leaves,Herbal Tea,Chamomile,$48,$141,Wisconsin,$40,Decaf,YoY % +/-
712,$100,$150,$100,$250,$113,38.49%,True,11.20%,111.20%,YTD by Month,Variance from Plan,11/1/2012,803,$165,Small Market,Central,$36,1,Leaves,Herbal Tea,Lemon,$107,$278,Iowa,$58,Decaf,YoY % +/-
573,$70,$40,$0,$110,$82,-7.38%,True,10.91%,110.91%,YTD by Month,Variance from Plan,11/1/2012,"1,804",$40,Small Market,Central,$25,1,Leaves,Herbal Tea,Lemon,($9),$122,Missouri,$49,Decaf,YoY % +/-
262,$20,$50,$40,$70,$31,34.62%,True,11.43%,111.43%,YTD by Month,Variance from Plan,11/1/2012,856,$47,Small Market,Central,$8,1,Leaves,Herbal Tea,Lemon,$27,$78,Wisconsin,$20,Decaf,YoY % +/-
860,$60,$70,$30,$130,$82,20.65%,True,41.54%,141.54%,YTD by Month,Variance from Plan,11/1/2012,601,$102,Small Market,East,$31,1,Leaves,Herbal Tea,Lemon,$38,$184,Connecticut,$64,Decaf,YoY % +/-
603,$20,$30,$0,$50,$33,-5.41%,True,48.00%,148.00%,YTD by Month,Variance from Plan,11/1/2012,243,$41,Small Market,East,$12,1,Leaves,Herbal Tea,Lemon,($4),$74,New Hampshire,$45,Decaf,YoY % +/-
475,$50,$50,$30,$100,$69,25.33%,True,50.00%,150.00%,YTD by Month,Variance from Plan,11/1/2012,"1,060",$81,Small Market,East,$21,1,Leaves,Herbal Tea,Mint,$38,$150,Connecticut,$43,Decaf,YoY % +/-
337,$90,$120,$80,$210,$101,36.80%,True,10.00%,110.00%,YTD by Month,Variance from Plan,11/1/2012,552,$130,Small Market,South,$33,1,Leaves,Herbal Tea,Chamomile,$85,$231,Louisiana,$45,Decaf,YoY % +/-
505,$10,$20,$10,$30,$15,23.08%,True,30.00%,130.00%,YTD by Month,Variance from Plan,11/1/2012,848,$24,Small Market,South,$4,1,Leaves,Herbal Tea,Chamomile,$9,$39,New Mexico,$15,Decaf,YoY % +/-
918,$50,$60,$20,$110,$54,10.74%,True,10.00%,110.00%,YTD by Month,Variance from Plan,11/1/2012,391,$67,Small Market,South,$20,1,Leaves,Herbal Tea,Chamomile,$13,$121,Oklahoma,$54,Decaf,YoY % +/-
337,$70,$100,$40,$170,$82,20.65%,True,8.24%,108.24%,YTD by Month,Variance from Plan,11/1/2012,601,$102,Small Market,South,$31,1,Leaves,Herbal Tea,Lemon,$38,$184,Louisiana,$64,Decaf,YoY % +/-
505,$20,$30,$10,$50,$29,7.81%,True,28.00%,128.00%,YTD by Month,Variance from Plan,11/1/2012,"1,003",$35,Small Market,South,$8,1,Leaves,Herbal Tea,Lemon,$5,$64,New Mexico,$30,Decaf,YoY % +/-
580,$80,$120,$20,$200,$94,6.70%,True,12.00%,112.00%,YTD by Month,Variance from Plan,11/1/2012,694,$130,Small Market,South,$85,1,Leaves,Herbal Tea,Lemon,$15,$224,Oklahoma,$115,Decaf,YoY % +/-
775,$110,$150,$20,$260,$121,9.00%,True,11.15%,111.15%,YTD by Month,Variance from Plan,11/1/2012,912,$168,Small Market,West,$109,1,Leaves,Herbal Tea,Chamomile,$26,$289,Nevada,$142,Decaf,YoY % +/-
503,$20,$30,$20,$50,$25,30.16%,True,26.00%,126.00%,YTD by Month,Variance from Plan,11/1/2012,823,$38,Small Market,West,$7,1,Leaves,Herbal Tea,Chamomile,$19,$63,Oregon,$19,Decaf,YoY % +/-
801,$40,$60,$30,$100,$46,26.55%,True,13.00%,113.00%,YTD by Month,Variance from Plan,11/1/2012,316,$67,Small Market,West,$14,1,Leaves,Herbal Tea,Chamomile,$30,$113,Utah,$37,Decaf,YoY % +/-
206,$120,$180,$120,$300,$130,37.54%,True,8.33%,108.33%,YTD by Month,Variance from Plan,11/1/2012,"1,134",$195,Small Market,West,$42,1,Leaves,Herbal Tea,Chamomile,$122,$325,Washington,$73,Decaf,YoY % +/-
702,$160,$220,$130,$380,$173,33.50%,True,8.42%,108.42%,YTD by Month,Variance from Plan,11/1/2012,"1,150",$239,Small Market,West,$57,1,Leaves,Herbal Tea,Lemon,$138,$412,Nevada,$101,Decaf,YoY % +/-
971,$80,$100,$70,$180,$88,35.00%,True,11.11%,111.11%,YTD by Month,Variance from Plan,11/1/2012,561,$112,Small Market,West,$29,1,Leaves,Herbal Tea,Lemon,$70,$200,Oregon,$42,Decaf,YoY % +/-
435,$40,$60,$30,$100,$43,18.35%,True,9.00%,109.00%,YTD by Month,Variance from Plan,11/1/2012,452,$66,Small Market,West,$14,1,Leaves,Herbal Tea,Lemon,$20,$109,Utah,$46,Decaf,YoY % +/-
509,$40,$60,$40,$100,$47,38.26%,True,15.00%,115.00%,YTD by Month,Variance from Plan,11/1/2012,834,$68,Small Market,West,$13,1,Leaves,Herbal Tea,Lemon,$44,$115,Washington,$24,Decaf,YoY % +/-
702,$100,$150,$100,$250,$113,38.49%,True,11.20%,111.20%,YTD by Month,Variance from Plan,11/1/2012,803,$165,Small Market,West,$36,1,Leaves,Herbal Tea,Mint,$107,$278,Nevada,$58,Decaf,YoY % +/-
801,$70,$40,$0,$110,$82,-6.56%,True,10.91%,110.91%,YTD by Month,Variance from Plan,11/1/2012,"1,804",$40,Small Market,West,$25,1,Leaves,Herbal Tea,Mint,($8),$122,Utah,$48,Decaf,YoY % +/-
712,$170,$180,$110,$350,$211,30.50%,True,20.86%,120.86%,YTD by Month,Variance from Plan,11/1/2012,"1,778",$212,Small Market,Central,$59,1,Leaves,Tea,Darjeeling,$129,$423,Iowa,$83,Regular,YoY % +/-
417,$20,$40,$10,$60,$35,10.98%,True,36.67%,136.67%,YTD by Month,Variance from Plan,11/1/2012,248,$47,Small Market,Central,$11,1,Leaves,Tea,Darjeeling,$9,$82,Missouri,$38,Regular,YoY % +/-
262,$40,$50,$20,$90,$49,27.50%,True,33.33%,133.33%,YTD by Month,Variance from Plan,11/1/2012,454,$71,Small Market,Central,$15,1,Leaves,Tea,Darjeeling,$33,$120,Wisconsin,$38,Regular,YoY % +/-
319,$200,$250,$130,$450,$245,31.74%,True,21.11%,121.11%,YTD by Month,Variance from Plan,11/1/2012,"1,784",$300,Small Market,Central,$93,1,Leaves,Tea,Earl Grey,$173,$545,Iowa,$127,Regular,YoY % +/-
636,$20,$40,$0,$60,$34,-3.95%,True,26.67%,126.67%,YTD by Month,Variance from Plan,11/1/2012,211,$42,Small Market,Central,$12,1,Leaves,Tea,Earl Grey,($3),$76,Missouri,$45,Regular,YoY % +/-
715,$50,$70,$0,$120,$61,1.36%,True,22.50%,122.50%,YTD by Month,Variance from Plan,11/1/2012,613,$86,Small Market,Central,$55,1,Leaves,Tea,Earl Grey,$2,$147,Wisconsin,$84,Regular,YoY % +/-
314,$20,$40,$0,$60,$33,-5.41%,True,23.33%,123.33%,YTD by Month,Variance from Plan,11/1/2012,243,$41,Small Market,Central,$12,1,Leaves,Tea,Green Tea,($4),$74,Missouri,$45,Regular,YoY % +/-
959,$50,$80,$60,$130,$54,38.64%,True,1.54%,101.54%,YTD by Month,Variance from Plan,11/1/2012,885,$78,Small Market,East,$15,1,Leaves,Tea,Darjeeling,$51,$132,Connecticut,$27,Regular,YoY % +/-
603,$10,$30,$20,$40,$15,20.51%,True,-2.50%,97.50%,YTD by Month,Variance from Plan,11/1/2012,848,$24,Small Market,East,$4,1,Leaves,Tea,Darjeeling,$8,$39,New Hampshire,$16,Regular,YoY % +/-
203,$30,$60,$40,$90,$36,36.67%,True,0.00%,100.00%,YTD by Month,Variance from Plan,11/1/2012,809,$54,Small Market,East,$10,1,Leaves,Tea,Green Tea,$33,$90,Connecticut,$21,Regular,YoY % +/-
603,$0,$40,$30,$40,$0,74.42%,True,7.50%,107.50%,YTD by Month,Variance from Plan,11/1/2012,387,$43,Small Market,East,$0,1,Leaves,Tea,Green Tea,$32,$43,New Hampshire,$11,Regular,YoY % +/-
702,$160,$220,$140,$380,$228,36.84%,True,40.00%,140.00%,YTD by Month,Variance from Plan,11/1/2012,"1,691",$304,Small Market,West,$75,1,Leaves,Tea,Darjeeling,$196,$532,Nevada,$108,Regular,YoY % +/-
541,$20,$30,$30,$50,$32,35.00%,True,60.00%,160.00%,YTD by Month,Variance from Plan,11/1/2012,482,$48,Small Market,West,$8,1,Leaves,Tea,Darjeeling,$28,$80,Oregon,$20,Regular,YoY % +/-
435,$30,$40,($10),$70,$44,-6.60%,True,51.43%,151.43%,YTD by Month,Variance from Plan,11/1/2012,325,$62,Small Market,West,$40,1,Leaves,Tea,Darjeeling,($7),$106,Utah,$69,Regular,YoY % +/-
425,$30,$70,$50,$100,$53,34.75%,True,41.00%,141.00%,YTD by Month,Variance from Plan,11/1/2012,321,$88,Small Market,West,$16,1,Leaves,Tea,Darjeeling,$49,$141,Washington,$39,Regular,YoY % +/-
702,$150,$150,$80,$300,$211,30.26%,True,41.00%,141.00%,YTD by Month,Variance from Plan,11/1/2012,"1,778",$212,Small Market,West,$59,1,Leaves,Tea,Earl Grey,$128,$423,Nevada,$84,Regular,YoY % +/-
971,$50,$90,$50,$140,$78,31.47%,True,40.71%,140.71%,YTD by Month,Variance from Plan,11/1/2012,798,$119,Small Market,West,$25,1,Leaves,Tea,Earl Grey,$62,$197,Oregon,$57,Regular,YoY % +/-
435,$20,$30,$10,$50,$35,10.98%,True,64.00%,164.00%,YTD by Month,Variance from Plan,11/1/2012,248,$47,Small Market,West,$11,1,Leaves,Tea,Earl Grey,$9,$82,Utah,$38,Regular,YoY % +/-
206,$30,$50,$30,$80,$49,28.33%,True,50.00%,150.00%,YTD by Month,Variance from Plan,11/1/2012,454,$71,Small Market,West,$15,1,Leaves,Tea,Earl Grey,$34,$120,Washington,$37,Regular,YoY % +/-
702,$180,($180),($280),$0,$245,-1062.50%,True,,,YTD by Month,Variance from Plan,11/1/2012,"7,653",($245),Small Market,West,$93,1,Leaves,Tea,Green Tea,($340),$32,Nevada,$127,Regular,YoY % +/-
971,$70,$100,$70,$170,$102,36.33%,True,44.12%,144.12%,YTD by Month,Variance from Plan,11/1/2012,666,$143,Small Market,West,$31,1,Leaves,Tea,Green Tea,$89,$245,Oregon,$54,Regular,YoY % +/-
801,$20,$30,$0,$50,$34,-3.95%,True,52.00%,152.00%,YTD by Month,Variance from Plan,11/1/2012,211,$42,Small Market,West,$12,1,Leaves,Tea,Green Tea,($3),$76,Utah,$45,Regular,YoY % +/-
206,$40,$60,$0,$100,$61,0.68%,True,47.00%,147.00%,YTD by Month,Variance from Plan,11/1/2012,613,$86,Small Market,West,$55,1,Leaves,Tea,Green Tea,$1,$147,Washington,$85,Regular,YoY % +/-
720,$80,$120,$90,$200,$86,41.90%,True,5.00%,105.00%,YTD by Month,Variance from Plan,12/1/2012,"1,003",$124,Major Market,Central,$24,1,Beans,Coffee,Decaf Irish Cream,$88,$210,Colorado,$36,Decaf,YoY % +/-
630,$120,$180,$130,$300,$127,39.10%,True,4.00%,104.00%,YTD by Month,Variance from Plan,12/1/2012,830,$185,Major Market,Central,$40,1,Beans,Coffee,Decaf Irish Cream,$122,$312,Illinois,$63,Decaf,YoY % +/-
419,$40,$70,$10,$110,$47,-5.36%,True,1.82%,101.82%,YTD by Month,Variance from Plan,12/1/2012,521,$65,Major Market,Central,$42,1,Beans,Coffee,Decaf Irish Cream,($6),$112,Ohio,$71,Decaf,YoY % +/-
970,$80,$130,$80,$210,$67,27.98%,True,-20.00%,80.00%,YTD by Month,Variance from Plan,12/1/2012,677,$101,Major Market,Central,$22,1,Beans,Espresso,Decaf Espresso,$47,$168,Colorado,$54,Decaf,YoY % +/-
630,$320,$320,$240,$640,$250,31.34%,True,-21.72%,78.28%,YTD by Month,Variance from Plan,12/1/2012,"1,820",$251,Major Market,Central,$70,1,Beans,Espresso,Decaf Espresso,$157,$501,Illinois,$94,Decaf,YoY % +/-
740,$50,$80,$40,$130,$46,5.83%,True,-20.77%,79.23%,YTD by Month,Variance from Plan,12/1/2012,422,$57,Major Market,Central,$17,1,Beans,Espresso,Decaf Espresso,$6,$103,Ohio,$51,Decaf,YoY % +/-
813,$120,$160,$110,$280,$134,38.13%,True,14.29%,114.29%,YTD by Month,Variance from Plan,12/1/2012,690,$186,Major Market,East,$41,1,Beans,Coffee,Decaf Irish Cream,$122,$320,Florida,$64,Decaf,YoY % +/-
407,$80,$110,$70,$190,$83,29.74%,True,2.63%,102.63%,YTD by Month,Variance from Plan,12/1/2012,575,$112,Major Market,East,$27,1,Beans,Espresso,Decaf Espresso,$58,$195,Florida,$54,Decaf,YoY % +/-
682,$50,$60,$40,$110,$43,30.30%,True,-10.00%,90.00%,YTD by Month,Variance from Plan,12/1/2012,531,$56,Major Market,South,$14,1,Beans,Coffee,Decaf Irish Cream,$30,$99,Texas,$26,Decaf,YoY % +/-
214,$40,$60,$40,$100,$54,39.10%,True,33.00%,133.00%,YTD by Month,Variance from Plan,12/1/2012,601,$79,Major Market,South,$15,1,Beans,Espresso,Decaf Espresso,$52,$133,Texas,$27,Decaf,YoY % +/-
714,$260,($40),($150),$220,$224,-77.60%,True,-12.73%,87.27%,YTD by Month,Variance from Plan,12/1/2012,"4,216",($32),Major Market,West,$73,1,Beans,Coffee,Decaf Irish Cream,($149),$192,California,$117,Decaf,YoY % +/-
209,$240,$310,$210,$550,$247,37.50%,True,4.73%,104.73%,YTD by Month,Variance from Plan,12/1/2012,"1,744",$329,Major Market,West,$81,1,Beans,Espresso,Decaf Espresso,$216,$576,California,$113,Decaf,YoY % +/-
719,$120,$170,$130,$290,$123,44.37%,True,4.14%,104.14%,YTD by Month,Variance from Plan,12/1/2012,959,$179,Major Market,Central,$34,1,Beans,Coffee,Amaretto,$134,$302,Colorado,$45,Regular,YoY % +/-
513,$50,$70,$40,$120,$54,22.83%,True,5.83%,105.83%,YTD by Month,Variance from Plan,12/1/2012,424,$73,Major Market,Central,$17,1,Beans,Coffee,Amaretto,$29,$127,Ohio,$44,Regular,YoY % +/-
970,$40,$50,$30,$90,$43,29.29%,True,10.00%,110.00%,YTD by Month,Variance from Plan,12/1/2012,531,$56,Major Market,Central,$14,1,Beans,Coffee,Colombian,$29,$99,Colorado,$27,Regular,YoY % +/-
847,$220,$300,$190,$520,$224,36.33%,True,2.69%,102.69%,YTD by Month,Variance from Plan,12/1/2012,"1,191",$310,Major Market,Central,$73,1,Beans,Coffee,Colombian,$194,$534,Illinois,$116,Regular,YoY % +/-
614,$40,$50,$20,$90,$41,23.76%,True,12.22%,112.22%,YTD by Month,Variance from Plan,12/1/2012,435,$60,Major Market,Central,$13,1,Beans,Coffee,Colombian,$24,$101,Ohio,$36,Regular,YoY % +/-
970,$60,$110,$90,$170,$54,39.85%,True,-21.76%,78.24%,YTD by Month,Variance from Plan,12/1/2012,601,$79,Major Market,Central,$15,1,Beans,Espresso,Caffe Mocha,$53,$133,Colorado,$26,Regular,YoY % +/-
815,$310,$420,$320,$730,$247,37.50%,True,-21.10%,78.90%,YTD by Month,Variance from Plan,12/1/2012,"1,744",$329,Major Market,Central,$81,1,Beans,Espresso,Caffe Mocha,$216,$576,Illinois,$113,Regular,YoY % +/-
740,$190,$200,$140,$390,$153,28.43%,True,-21.54%,78.46%,YTD by Month,Variance from Plan,12/1/2012,"1,319",$153,Major Market,Central,$42,1,Beans,Espresso,Caffe Mocha,$87,$306,Ohio,$66,Regular,YoY % +/-
754,$70,$120,$80,$190,$88,33.03%,True,16.32%,116.32%,YTD by Month,Variance from Plan,12/1/2012,817,$133,Major Market,East,$29,1,Beans,Coffee,Colombian,$73,$221,Florida,$60,Regular,YoY % +/-
351,$60,$390,$360,$450,$67,76.47%,True,13.33%,113.33%,YTD by Month,Variance from Plan,12/1/2012,"-3,534",$443,Major Market,East,$22,1,Beans,Coffee,Colombian,$390,$510,Massachusetts,$53,Regular,YoY % +/-
845,$250,$370,$250,$620,$279,38.77%,True,12.74%,112.74%,YTD by Month,Variance from Plan,12/1/2012,"2,642",$420,Major Market,East,$97,1,Beans,Coffee,Colombian,$271,$699,New York,$149,Regular,YoY % +/-
305,$100,$140,$30,$240,$105,8.40%,True,4.17%,104.17%,YTD by Month,Variance from Plan,12/1/2012,716,$145,Major Market,East,$95,1,Beans,Espresso,Caffe Mocha,$21,$250,Florida,$124,Regular,YoY % +/-
339,$40,$50,($10),$90,$47,-20.20%,True,10.00%,110.00%,YTD by Month,Variance from Plan,12/1/2012,571,$52,Major Market,East,$42,1,Beans,Espresso,Caffe Mocha,($20),$99,Massachusetts,$72,Regular,YoY % +/-
212,$130,($70),($210),$60,$135,-339.39%,True,10.00%,110.00%,YTD by Month,Variance from Plan,12/1/2012,"3,641",($69),Major Market,East,$122,1,Beans,Espresso,Caffe Mocha,($224),$66,New York,$155,Regular,YoY % +/-
351,$150,$140,$80,$290,$153,28.43%,True,5.52%,105.52%,YTD by Month,Variance from Plan,12/1/2012,"1,319",$153,Major Market,East,$42,1,Beans,Espresso,Regular Espresso,$87,$306,Massachusetts,$66,Regular,YoY % +/-
718,$240,$400,$320,$640,$250,47.49%,True,2.66%,102.66%,YTD by Month,Variance from Plan,12/1/2012,723,$407,Major Market,East,$70,1,Beans,Espresso,Regular Espresso,$312,$657,New York,$95,Regular,YoY % +/-
972,$280,$340,$240,$620,$241,35.81%,True,-15.32%,84.68%,YTD by Month,Variance from Plan,12/1/2012,"1,321",$284,Major Market,South,$74,1,Beans,Coffee,Colombian,$188,$525,Texas,$96,Regular,YoY % +/-
512,$50,$70,$30,$120,$67,27.98%,True,40.00%,140.00%,YTD by Month,Variance from Plan,12/1/2012,"-1,239",$101,Major Market,South,$22,1,Beans,Espresso,Caffe Latte,$47,$168,Texas,$54,Regular,YoY % +/-
972,$90,$140,$110,$230,$123,44.04%,True,31.30%,131.30%,YTD by Month,Variance from Plan,12/1/2012,959,$179,Major Market,South,$34,1,Beans,Espresso,Caffe Mocha,$133,$302,Texas,$46,Regular,YoY % +/-
951,$150,($30),($90),$120,$127,-86.27%,True,-15.00%,85.00%,YTD by Month,Variance from Plan,12/1/2012,"2,947",($25),Major Market,West,$40,1,Beans,Coffee,Amaretto,($88),$102,California,$63,Regular,YoY % +/-
707,$330,$500,$350,$830,$279,38.77%,True,-15.78%,84.22%,YTD by Month,Variance from Plan,12/1/2012,"2,642",$420,Major Market,West,$97,1,Beans,Coffee,Colombian,$271,$699,California,$149,Regular,YoY % +/-
916,$240,$240,$160,$480,$250,31.34%,True,4.38%,104.38%,YTD by Month,Variance from Plan,12/1/2012,"1,820",$251,Major Market,West,$70,1,Beans,Espresso,Caffe Latte,$157,$501,California,$94,Regular,YoY % +/-
